Species_Name,tiplabel,gen,fam,ord,clade,higher,MSW3_sciName_matched,genes,extinct.,samp,PC
Ichneumia_albicauda,Ichneumia_albicauda_HERPESTIDAE_CARNIVORA,Ichneumia,HERPESTIDAE,CARNIVORA,Feliformes,Laurasiatheria,Ichneumia_albicauda,8,0,sampled,PC22_Carnivora
Ichthyomys_hydrobates,Ichthyomys_hydrobates_CRICETIDAE_RODENTIA,Ichthyomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Ichthyomys_hydrobates,0,0,imputed,PC12_Cricetidae
Ichthyomys_pittieri,Ichthyomys_pittieri_CRICETIDAE_RODENTIA,Ichthyomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Ichthyomys_pittieri,0,0,imputed,PC12_Cricetidae
Ichthyomys_stolzmanni,Ichthyomys_stolzmanni_CRICETIDAE_RODENTIA,Ichthyomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Ichthyomys_stolzmanni,0,0,imputed,PC12_Cricetidae
Ichthyomys_tweedii,Ichthyomys_tweedii_CRICETIDAE_RODENTIA,Ichthyomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Ichthyomys_tweedii,0,0,imputed,PC12_Cricetidae
Ictidomys_mexicanus,Ictidomys_mexicanus_SCIURIDAE_RODENTIA,Ictidomys,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Spermophilus_mexicanus,1,0,sampled,PC13_SquirrelRelated
Ictidomys_parvidens,Ictidomys_parvidens_SCIURIDAE_RODENTIA,Ictidomys,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,NA,2,0,sampled,PC13_SquirrelRelated
Ictidomys_tridecemlineatus,Ictidomys_tridecemlineatus_SCIURIDAE_RODENTIA,Ictidomys,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Spermophilus_tridecemlineatus,29,0,sampled,PC13_SquirrelRelated
Ictonyx_libyca,Ictonyx_libyca_MUSTELIDAE_CARNIVORA,Ictonyx,MUSTELIDAE,CARNIVORA,Caniformes,Laurasiatheria,Ictonyx_libyca,10,0,sampled,PC22_Carnivora
Ictonyx_striatus,Ictonyx_striatus_MUSTELIDAE_CARNIVORA,Ictonyx,MUSTELIDAE,CARNIVORA,Caniformes,Laurasiatheria,Ictonyx_striatus,12,0,sampled,PC22_Carnivora
Idionycteris_phyllotis,Idionycteris_phyllotis_VESPERTILIONIDAE_CHIROPTERA,Idionycteris,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Idionycteris_phyllotis,1,0,sampled,PC17_VespertilionidRelated
Idiurus_macrotis,Idiurus_macrotis_ANOMALURIDAE_RODENTIA,Idiurus,ANOMALURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Idiurus_macrotis,2,0,sampled,PC26_Anomaluromorpha
Idiurus_zenkeri,Idiurus_zenkeri_ANOMALURIDAE_RODENTIA,Idiurus,ANOMALURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Idiurus_zenkeri,0,0,imputed,PC26_Anomaluromorpha
Indopacetus_pacificus,Indopacetus_pacificus_ZIPHIIDAE_CETARTIODACTYLA,Indopacetus,ZIPHIIDAE,CETARTIODACTYLA,Whippomorpha,Laurasiatheria,Indopacetus_pacificus,0,0,imputed,PC20_Cetartiodactyla
Indri_indri,Indri_indri_INDRIIDAE_PRIMATES,Indri,INDRIIDAE,PRIMATES,Strepsirrhini,Euarchontoglires,Indri_indri,2,0,sampled,PC5_Primates
Inia_araguaiaensis,Inia_araguaiaensis_INIIDAE_CETARTIODACTYLA,Inia,INIIDAE,CETARTIODACTYLA,Whippomorpha,Laurasiatheria,NA,2,0,sampled,PC20_Cetartiodactyla
Inia_boliviensis,Inia_boliviensis_INIIDAE_CETARTIODACTYLA,Inia,INIIDAE,CETARTIODACTYLA,Whippomorpha,Laurasiatheria,NA,2,0,sampled,PC20_Cetartiodactyla
Inia_geoffrensis,Inia_geoffrensis_INIIDAE_CETARTIODACTYLA,Inia,INIIDAE,CETARTIODACTYLA,Whippomorpha,Laurasiatheria,Inia_geoffrensis,26,0,sampled,PC20_Cetartiodactyla
Iomys_horsfieldii,Iomys_horsfieldii_SCIURIDAE_RODENTIA,Iomys,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Iomys_horsfieldii,1,0,sampled,PC13_SquirrelRelated
Iomys_sipora,Iomys_sipora_SCIURIDAE_RODENTIA,Iomys,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Iomys_sipora,0,0,imputed,PC13_SquirrelRelated
Irenomys_tarsalis,Irenomys_tarsalis_CRICETIDAE_RODENTIA,Irenomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Irenomys_tarsalis,5,0,sampled,PC12_Cricetidae
Isolobodon_montanus,Isolobodon_montanus_CAPROMYIDAE_RODENTIA,Isolobodon,CAPROMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Isolobodon_montanus,0,1,imputed,PC14_GuineaPigRelated
Isolobodon_portoricensis,Isolobodon_portoricensis_CAPROMYIDAE_RODENTIA,Isolobodon,CAPROMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Isolobodon_portoricensis,0,1,imputed,PC14_GuineaPigRelated
Isoodon_auratus,Isoodon_auratus_PERAMELIDAE_PERAMELEMORPHIA,Isoodon,PERAMELIDAE,PERAMELEMORPHIA,Peramelemorphia,Marsupialia,Isoodon_auratus,6,0,sampled,PC1_Marsupials
Isoodon_macrourus,Isoodon_macrourus_PERAMELIDAE_PERAMELEMORPHIA,Isoodon,PERAMELIDAE,PERAMELEMORPHIA,Peramelemorphia,Marsupialia,Isoodon_macrourus,31,0,sampled,PC1_Marsupials
Isoodon_obesulus,Isoodon_obesulus_PERAMELIDAE_PERAMELEMORPHIA,Isoodon,PERAMELIDAE,PERAMELEMORPHIA,Peramelemorphia,Marsupialia,Isoodon_obesulus,9,0,sampled,PC1_Marsupials
Isothrix_barbarabrownae,Isothrix_barbarabrownae_ECHIMYIDAE_RODENTIA,Isothrix,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,NA,4,0,sampled,PC14_GuineaPigRelated
Isothrix_bistriata,Isothrix_bistriata_ECHIMYIDAE_RODENTIA,Isothrix,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Isothrix_bistriata,5,0,sampled,PC14_GuineaPigRelated
Isothrix_negrensis,Isothrix_negrensis_ECHIMYIDAE_RODENTIA,Isothrix,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Isothrix_negrensis,1,0,sampled,PC14_GuineaPigRelated
Isothrix_orinoci,Isothrix_orinoci_ECHIMYIDAE_RODENTIA,Isothrix,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,NA,4,0,sampled,PC14_GuineaPigRelated
Isothrix_pagurus,Isothrix_pagurus_ECHIMYIDAE_RODENTIA,Isothrix,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Isothrix_pagurus,4,0,sampled,PC14_GuineaPigRelated
Isothrix_sinnamariensis,Isothrix_sinnamariensis_ECHIMYIDAE_RODENTIA,Isothrix,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Isothrix_sinnamariensis,6,0,sampled,PC14_GuineaPigRelated
Isthmomys_flavidus,Isthmomys_flavidus_CRICETIDAE_RODENTIA,Isthmomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Isthmomys_flavidus,0,0,imputed,PC12_Cricetidae
Isthmomys_pirrensis,Isthmomys_pirrensis_CRICETIDAE_RODENTIA,Isthmomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Isthmomys_pirrensis,4,0,sampled,PC12_Cricetidae
Jaculus_blanfordi,Jaculus_blanfordi_DIPODIDAE_RODENTIA,Jaculus,DIPODIDAE,RODENTIA,Mouse-related,Euarchontoglires,Jaculus_blanfordi,10,0,sampled,PC8_Dipodidae
Jaculus_jaculus,Jaculus_jaculus_DIPODIDAE_RODENTIA,Jaculus,DIPODIDAE,RODENTIA,Mouse-related,Euarchontoglires,Jaculus_jaculus,24,0,sampled,PC8_Dipodidae
Jaculus_orientalis,Jaculus_orientalis_DIPODIDAE_RODENTIA,Jaculus,DIPODIDAE,RODENTIA,Mouse-related,Euarchontoglires,Jaculus_orientalis,2,0,sampled,PC8_Dipodidae
Juliomys_ossitenuis,Juliomys_ossitenuis_CRICETIDAE_RODENTIA,Juliomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,1,0,sampled,PC12_Cricetidae
Juliomys_pictipes,Juliomys_pictipes_CRICETIDAE_RODENTIA,Juliomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Juliomys_pictipes,4,0,sampled,PC12_Cricetidae
Juliomys_rimofrons,Juliomys_rimofrons_CRICETIDAE_RODENTIA,Juliomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Juliomys_rimofrons,1,0,sampled,PC12_Cricetidae
Juscelinomys_candango,Juscelinomys_candango_CRICETIDAE_RODENTIA,Juscelinomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Juscelinomys_candango,0,1,imputed,PC12_Cricetidae
Juscelinomys_guaporensis,Juscelinomys_guaporensis_CRICETIDAE_RODENTIA,Juscelinomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Juscelinomys_guaporensis,0,0,imputed,PC12_Cricetidae
Juscelinomys_huanchacae,Juscelinomys_huanchacae_CRICETIDAE_RODENTIA,Juscelinomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Juscelinomys_huanchacae,2,0,sampled,PC12_Cricetidae
Kadarsanomys_sodyi,Kadarsanomys_sodyi_MURIDAE_RODENTIA,Kadarsanomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Kadarsanomys_sodyi,0,0,imputed,PC11_Muridae
Kannabateomys_amblyonyx,Kannabateomys_amblyonyx_ECHIMYIDAE_RODENTIA,Kannabateomys,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Kannabateomys_amblyonyx,2,0,sampled,PC14_GuineaPigRelated
Kerivoula_africana,Kerivoula_africana_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_africana,0,0,imputed,PC17_VespertilionidRelated
Kerivoula_agnella,Kerivoula_agnella_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_agnella,0,0,imputed,PC17_VespertilionidRelated
Kerivoula_argentata,Kerivoula_argentata_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_argentata,0,0,imputed,PC17_VespertilionidRelated
Kerivoula_cuprosa,Kerivoula_cuprosa_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_cuprosa,0,0,imputed,PC17_VespertilionidRelated
Kerivoula_eriophora,Kerivoula_eriophora_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_eriophora,0,0,imputed,PC17_VespertilionidRelated
Kerivoula_flora,Kerivoula_flora_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_flora,0,0,imputed,PC17_VespertilionidRelated
Kerivoula_hardwickii,Kerivoula_hardwickii_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_hardwickii,5,0,sampled,PC17_VespertilionidRelated
Kerivoula_intermedia,Kerivoula_intermedia_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_intermedia,3,0,sampled,PC17_VespertilionidRelated
Kerivoula_kachinensis,Kerivoula_kachinensis_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,3,0,sampled,PC17_VespertilionidRelated
Kerivoula_krauensis,Kerivoula_krauensis_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,1,0,sampled,PC17_VespertilionidRelated
Kerivoula_lanosa,Kerivoula_lanosa_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_lanosa,0,0,imputed,PC17_VespertilionidRelated
Kerivoula_lenis,Kerivoula_lenis_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_lenis,5,0,sampled,PC17_VespertilionidRelated
Kerivoula_minuta,Kerivoula_minuta_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_minuta,3,0,sampled,PC17_VespertilionidRelated
Kerivoula_muscina,Kerivoula_muscina_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_muscina,0,0,imputed,PC17_VespertilionidRelated
Kerivoula_myrella,Kerivoula_myrella_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_myrella,0,0,imputed,PC17_VespertilionidRelated
Kerivoula_papillosa,Kerivoula_papillosa_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_papillosa,4,0,sampled,PC17_VespertilionidRelated
Kerivoula_pellucida,Kerivoula_pellucida_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_pellucida,4,0,sampled,PC17_VespertilionidRelated
Kerivoula_phalaena,Kerivoula_phalaena_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_phalaena,0,0,imputed,PC17_VespertilionidRelated
Kerivoula_picta,Kerivoula_picta_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_picta,1,0,sampled,PC17_VespertilionidRelated
Kerivoula_smithii,Kerivoula_smithii_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_smithii,0,0,imputed,PC17_VespertilionidRelated
Kerivoula_titania,Kerivoula_titania_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,2,0,sampled,PC17_VespertilionidRelated
Kerivoula_whiteheadi,Kerivoula_whiteheadi_VESPERTILIONIDAE_CHIROPTERA,Kerivoula,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Kerivoula_whiteheadi,1,0,sampled,PC17_VespertilionidRelated
Kerodon_acrobata,Kerodon_acrobata_CAVIIDAE_RODENTIA,Kerodon,CAVIIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Kerodon_acrobata,1,0,sampled,PC14_GuineaPigRelated
Kerodon_rupestris,Kerodon_rupestris_CAVIIDAE_RODENTIA,Kerodon,CAVIIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Kerodon_rupestris,2,0,sampled,PC14_GuineaPigRelated
Kobus_ellipsiprymnus,Kobus_ellipsiprymnus_BOVIDAE_CETARTIODACTYLA,Kobus,BOVIDAE,CETARTIODACTYLA,Ruminantia,Laurasiatheria,Kobus_ellipsiprymnus,4,0,sampled,PC20_Cetartiodactyla
Kobus_kob,Kobus_kob_BOVIDAE_CETARTIODACTYLA,Kobus,BOVIDAE,CETARTIODACTYLA,Ruminantia,Laurasiatheria,Kobus_kob,1,0,sampled,PC20_Cetartiodactyla
Kobus_leche,Kobus_leche_BOVIDAE_CETARTIODACTYLA,Kobus,BOVIDAE,CETARTIODACTYLA,Ruminantia,Laurasiatheria,Kobus_leche,4,0,sampled,PC20_Cetartiodactyla
Kobus_megaceros,Kobus_megaceros_BOVIDAE_CETARTIODACTYLA,Kobus,BOVIDAE,CETARTIODACTYLA,Ruminantia,Laurasiatheria,Kobus_megaceros,1,0,sampled,PC20_Cetartiodactyla
Kobus_vardonii,Kobus_vardonii_BOVIDAE_CETARTIODACTYLA,Kobus,BOVIDAE,CETARTIODACTYLA,Ruminantia,Laurasiatheria,Kobus_vardonii,2,0,sampled,PC20_Cetartiodactyla
Kogia_breviceps,Kogia_breviceps_PHYSETERIDAE_CETARTIODACTYLA,Kogia,PHYSETERIDAE,CETARTIODACTYLA,Whippomorpha,Laurasiatheria,Kogia_breviceps,26,0,sampled,PC20_Cetartiodactyla
Kogia_sima,Kogia_sima_PHYSETERIDAE_CETARTIODACTYLA,Kogia,PHYSETERIDAE,CETARTIODACTYLA,Whippomorpha,Laurasiatheria,Kogia_sima,9,0,sampled,PC20_Cetartiodactyla
Komodomys_rintjanus,Komodomys_rintjanus_MURIDAE_RODENTIA,Komodomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Komodomys_rintjanus,0,0,imputed,PC11_Muridae
Kunsia_fronto,Kunsia_fronto_CRICETIDAE_RODENTIA,Kunsia,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Kunsia_fronto,0,0,imputed,PC12_Cricetidae
Kunsia_tomentosus,Kunsia_tomentosus_CRICETIDAE_RODENTIA,Kunsia,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Kunsia_tomentosus,3,0,sampled,PC12_Cricetidae
Laephotis_angolensis,Laephotis_angolensis_VESPERTILIONIDAE_CHIROPTERA,Laephotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Laephotis_angolensis,0,0,imputed,PC17_VespertilionidRelated
Laephotis_botswanae,Laephotis_botswanae_VESPERTILIONIDAE_CHIROPTERA,Laephotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Laephotis_botswanae,1,0,sampled,PC17_VespertilionidRelated
Laephotis_namibensis,Laephotis_namibensis_VESPERTILIONIDAE_CHIROPTERA,Laephotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Laephotis_namibensis,2,0,sampled,PC17_VespertilionidRelated
Laephotis_wintoni,Laephotis_wintoni_VESPERTILIONIDAE_CHIROPTERA,Laephotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Laephotis_wintoni,1,0,sampled,PC17_VespertilionidRelated
Lagenodelphis_hosei,Lagenodelphis_hosei_DELPHINIDAE_CETARTIODACTYLA,Lagenodelphis,DELPHINIDAE,CETARTIODACTYLA,Whippomorpha,Laurasiatheria,Lagenodelphis_hosei,3,0,sampled,PC20_Cetartiodactyla
Lagenorhynchus_acutus,Lagenorhynchus_acutus_DELPHINIDAE_CETARTIODACTYLA,Lagenorhynchus,DELPHINIDAE,CETARTIODACTYLA,Whippomorpha,Laurasiatheria,Lagenorhynchus_acutus,4,0,sampled,PC20_Cetartiodactyla
Lagenorhynchus_albirostris,Lagenorhynchus_albirostris_DELPHINIDAE_CETARTIODACTYLA,Lagenorhynchus,DELPHINIDAE,CETARTIODACTYLA,Whippomorpha,Laurasiatheria,Lagenorhynchus_albirostris,9,0,sampled,PC20_Cetartiodactyla
Lagenorhynchus_australis,Lagenorhynchus_australis_DELPHINIDAE_CETARTIODACTYLA,Lagenorhynchus,DELPHINIDAE,CETARTIODACTYLA,Whippomorpha,Laurasiatheria,Lagenorhynchus_australis,6,0,sampled,PC20_Cetartiodactyla
Lagenorhynchus_cruciger,Lagenorhynchus_cruciger_DELPHINIDAE_CETARTIODACTYLA,Lagenorhynchus,DELPHINIDAE,CETARTIODACTYLA,Whippomorpha,Laurasiatheria,Lagenorhynchus_cruciger,6,0,sampled,PC20_Cetartiodactyla
Lagenorhynchus_obliquidens,Lagenorhynchus_obliquidens_DELPHINIDAE_CETARTIODACTYLA,Lagenorhynchus,DELPHINIDAE,CETARTIODACTYLA,Whippomorpha,Laurasiatheria,Lagenorhynchus_obliquidens,6,0,sampled,PC20_Cetartiodactyla
Lagenorhynchus_obscurus,Lagenorhynchus_obscurus_DELPHINIDAE_CETARTIODACTYLA,Lagenorhynchus,DELPHINIDAE,CETARTIODACTYLA,Whippomorpha,Laurasiatheria,Lagenorhynchus_obscurus,8,0,sampled,PC20_Cetartiodactyla
Lagidium_ahuacaense,Lagidium_ahuacaense_CHINCHILLIDAE_RODENTIA,Lagidium,CHINCHILLIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,NA,1,0,sampled,PC14_GuineaPigRelated
Lagidium_peruanum,Lagidium_peruanum_CHINCHILLIDAE_RODENTIA,Lagidium,CHINCHILLIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Lagidium_peruanum,1,0,sampled,PC14_GuineaPigRelated
Lagidium_viscacia,Lagidium_viscacia_CHINCHILLIDAE_RODENTIA,Lagidium,CHINCHILLIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Lagidium_viscacia,2,0,sampled,PC14_GuineaPigRelated
Lagidium_wolffsohni,Lagidium_wolffsohni_CHINCHILLIDAE_RODENTIA,Lagidium,CHINCHILLIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Lagidium_wolffsohni,1,0,sampled,PC14_GuineaPigRelated
Lagorchestes_asomatus,Lagorchestes_asomatus_MACROPODIDAE_DIPROTODONTIA,Lagorchestes,MACROPODIDAE,DIPROTODONTIA,Diprodontia,Marsupialia,Lagorchestes_asomatus,0,1,imputed,PC1_Marsupials
Lagorchestes_conspicillatus,Lagorchestes_conspicillatus_MACROPODIDAE_DIPROTODONTIA,Lagorchestes,MACROPODIDAE,DIPROTODONTIA,Diprodontia,Marsupialia,Lagorchestes_conspicillatus,9,0,sampled,PC1_Marsupials
Lagorchestes_hirsutus,Lagorchestes_hirsutus_MACROPODIDAE_DIPROTODONTIA,Lagorchestes,MACROPODIDAE,DIPROTODONTIA,Diprodontia,Marsupialia,Lagorchestes_hirsutus,8,0,sampled,PC1_Marsupials
Lagorchestes_leporides,Lagorchestes_leporides_MACROPODIDAE_DIPROTODONTIA,Lagorchestes,MACROPODIDAE,DIPROTODONTIA,Diprodontia,Marsupialia,Lagorchestes_leporides,0,1,imputed,PC1_Marsupials
Lagostomus_crassus,Lagostomus_crassus_CHINCHILLIDAE_RODENTIA,Lagostomus,CHINCHILLIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Lagostomus_crassus,0,1,imputed,PC14_GuineaPigRelated
Lagostomus_maximus,Lagostomus_maximus_CHINCHILLIDAE_RODENTIA,Lagostomus,CHINCHILLIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Lagostomus_maximus,1,0,sampled,PC14_GuineaPigRelated
Lagostrophus_fasciatus,Lagostrophus_fasciatus_MACROPODIDAE_DIPROTODONTIA,Lagostrophus,MACROPODIDAE,DIPROTODONTIA,Diprodontia,Marsupialia,Lagostrophus_fasciatus,8,0,sampled,PC1_Marsupials
Lagothrix_cana,Lagothrix_cana_ATELIDAE_PRIMATES,Lagothrix,ATELIDAE,PRIMATES,Platyrrhini,Euarchontoglires,Lagothrix_cana,7,0,sampled,PC5_Primates
Lagothrix_lagotricha,Lagothrix_lagotricha_ATELIDAE_PRIMATES,Lagothrix,ATELIDAE,PRIMATES,Platyrrhini,Euarchontoglires,Lagothrix_lagotricha,22,0,sampled,PC5_Primates
Lagothrix_lugens,Lagothrix_lugens_ATELIDAE_PRIMATES,Lagothrix,ATELIDAE,PRIMATES,Platyrrhini,Euarchontoglires,Lagothrix_lugens,0,0,imputed,PC5_Primates
Lagothrix_poeppigii,Lagothrix_poeppigii_ATELIDAE_PRIMATES,Lagothrix,ATELIDAE,PRIMATES,Platyrrhini,Euarchontoglires,Lagothrix_poeppigii,0,0,imputed,PC5_Primates
Lagurus_lagurus,Lagurus_lagurus_CRICETIDAE_RODENTIA,Lagurus,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Lagurus_lagurus,2,0,sampled,PC12_Cricetidae
Lama_glama,Lama_glama_CAMELIDAE_CETARTIODACTYLA,Lama,CAMELIDAE,CETARTIODACTYLA,Camelidae,Laurasiatheria,Lama_glama,31,0,sampled,PC20_Cetartiodactyla
Lama_guanicoe,Lama_guanicoe_CAMELIDAE_CETARTIODACTYLA,Lama,CAMELIDAE,CETARTIODACTYLA,Camelidae,Laurasiatheria,NA,8,0,sampled,PC20_Cetartiodactyla
Lamottemys_okuensis,Lamottemys_okuensis_MURIDAE_RODENTIA,Lamottemys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Lamottemys_okuensis,1,0,sampled,PC11_Muridae
Lampronycteris_brachyotis,Lampronycteris_brachyotis_PHYLLOSTOMIDAE_CHIROPTERA,Lampronycteris,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Lampronycteris_brachyotis,6,0,sampled,PC16_PhyllostomidRelated
Laonastes_aenigmamus,Laonastes_aenigmamus_DIATOMYIDAE_RODENTIA,Laonastes,DIATOMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,NA,24,0,sampled,PC14_GuineaPigRelated
Lariscus_hosei,Lariscus_hosei_SCIURIDAE_RODENTIA,Lariscus,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Lariscus_hosei,0,0,imputed,PC13_SquirrelRelated
Lariscus_insignis,Lariscus_insignis_SCIURIDAE_RODENTIA,Lariscus,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Lariscus_insignis,2,0,sampled,PC13_SquirrelRelated
Lariscus_niobe,Lariscus_niobe_SCIURIDAE_RODENTIA,Lariscus,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Lariscus_niobe,0,0,imputed,PC13_SquirrelRelated
Lariscus_obscurus,Lariscus_obscurus_SCIURIDAE_RODENTIA,Lariscus,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Lariscus_obscurus,0,0,imputed,PC13_SquirrelRelated
Lasionycteris_noctivagans,Lasionycteris_noctivagans_VESPERTILIONIDAE_CHIROPTERA,Lasionycteris,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Lasionycteris_noctivagans,3,0,sampled,PC17_VespertilionidRelated
Lasiopodomys_brandtii,Lasiopodomys_brandtii_CRICETIDAE_RODENTIA,Lasiopodomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Lasiopodomys_brandtii,4,0,sampled,PC12_Cricetidae
Lasiopodomys_mandarinus,Lasiopodomys_mandarinus_CRICETIDAE_RODENTIA,Lasiopodomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Lasiopodomys_mandarinus,4,0,sampled,PC12_Cricetidae
